Year	113 Cause Name	Cause Name	State	Deaths	Age-adjusted Death Rate
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	413	20.1
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	410	14
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	409	13.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	407	12.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	404	21.3
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	402	14.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	401	20.3
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	401	14
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	400	20.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	400	14.3
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	397	10.1
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	396	13.6
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	394	13.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	390	15.9
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	389	13.1
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	388	13
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	388	13
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	387	6
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	387	18.7
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	384	9.9
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	383	12.7
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	383	12.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	382	14.3
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	382	13.7
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	382	13.6
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	381	13.1
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	380	12.6
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	380	12.5
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	379	13.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	379	9.8
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	378	15.8
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	377	14
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	377	17.2
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	376	13.3
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	376	18.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	374	13.6
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	372	12.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	370	13.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	370	9.8
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	368	9.9
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	363	12.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	362	20.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	362	13.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	362	16
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	362	19.3
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	361	13
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	361	11.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	359	18.1
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	359	22.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	356	18.8
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	353	9.4
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	352	11.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	352	17.9
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	351	21.4
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	350	12.2
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	349	13
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	349	19.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	348	15.4
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	347	12.8
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	345	12.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	343	12.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	343	18.6
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	343	11.5
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	342	17.8
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	340	16.2
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	340	17.4
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	337	12.1
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	336	12.6
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	336	11.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	336	15.4
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	334	11.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	333	11.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	330	8.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	328	11.7
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	327	18.3
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	326	17.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	325	12.2
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	325	11.4
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	323	16.4
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	322	10.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	321	15.5
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	320	20
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	318	18.1
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	316	8.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	315	8.5
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	314	10.7
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	308	19.2
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	306	15.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	305	10.3
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	304	11
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	304	8.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	304	10.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	304	20.3
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	300	15.7
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	299	11.2
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	298	14.7
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	297	19
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	295	8.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	294	10.5
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	294	8.2
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	293	10.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	292	8
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	290	18.8
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	289	9.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	286	15
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	285	15.4
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	283	8.1
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	282	14
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	281	18.2
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	279	14.1
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	276	14.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	274	7.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	272	7.5
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	272	25.3
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	271	7.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	269	14
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	267	25.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	266	14
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	261	13.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Connecticut	260	7.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	255	13.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	253	13.1
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	252	16.7
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	251	23.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	251	13.4
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	247	17.8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	246	13.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	245	13.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	245	17.4
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	244	17.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	243	23.7
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	236	17.6
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	235	16.6
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	235	16
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	233	22.6
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	232	22.5
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	232	12.5
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	West Virginia	229	12.1
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	228	16.5
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	228	16.5
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	227	21.8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	226	15.9
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	223	15
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	223	11.7
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	222	15.8
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	220	11.6
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	220	15.7
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	219	21.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	217	16.4
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	210	16.3
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	209	14.5
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	207	15
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	206	21.7
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	204	13.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	203	20.6
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	202	15.5
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	202	11.2
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	202	14.1
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	201	11.8
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	201	26.9
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	201	13.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	198	13.8
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	197	14
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	196	19.4
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	196	14.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	193	11.3
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	193	10.4
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	193	10.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	193	25.8
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	191	13.6
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	191	10.6
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	190	13.1
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	189	19.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	187	10.9
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	187	10.9
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	186	13.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	185	12.8
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	184	20
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	181	14.8
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	181	10.1
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	181	12.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	181	12.8
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	180	19.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	179	13.1
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	177	10.5
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	176	10.2
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	175	13.4
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	175	19.3
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	175	18.8
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	175	12.4
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	175	12.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	174	12.1
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	173	20.4
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	171	12.4
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	171	29.6
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	171	23.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	171	11.8
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	170	9.3
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	169	24.4
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	168	23
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Idaho	167	13.3
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	167	13.2
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	167	22.1
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	166	12.5
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nebraska	166	9.5
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	166	11.9
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	164	22.8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	163	20.2
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	162	17.7
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	162	12
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	161	12.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Montana	158	17.5
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	158	12
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	158	11
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	158	11.2
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	157	28
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	155	23
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	154	11.8
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	151	11.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	149	22.6
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	147	18
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	144	25.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	143	20
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	143	20
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	141	16.8
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	141	17.1
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	140	17.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	140	19
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	137	11.2
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	137	21.5
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	137	11.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maine	137	10
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	137	17.8
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	136	11.1
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	136	10.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	135	19.9
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	133	9.9
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	133	9.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	133	9.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	132	20.8
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	132	10.3
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	132	23.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	132	12.2
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Hampshire	131	10.3
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	131	10.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	131	19.9
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	131	22.4
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	129	16.3
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	129	12.3
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	129	21.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	128	15.7
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	128	17.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	127	11.2
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	126	13.2
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	126	11.2
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	125	16
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	125	13.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	124	20.3
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	124	15.7
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	124	22.6
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	124	18.7
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	124	17.5
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	122	12.5
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	122	12.6
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	121	15.4
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	120	9.5
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	120	9
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	120	17.8
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	120	20.6
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	119	11.5
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	118	10.8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	118	17.3
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	116	8.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	116	21.7
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	113	10.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	112	14.8
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	112	16.8
